Etude No. 25,Fiorillo,A minor,3/8,moderate,"sul g,shifting,portato",7,,,,,Etude,Fiorillo - 36 Caprices
Etude No. 26,Fiorillo,A minor,3/4,fast,"martelé,octaves,slurs,string crossings,arpeggios,extensions,uneven bowing patterns",7,,,,,Etude,Fiorillo - 36 Caprices
Etude No. 27,Fiorillo,D minor,2/4,moderate,"staccato,arpeggios,string crossings,octaves,tenths,uneven bowing patterns",7,implied polyphony,,,,Etude,Fiorillo - 36 Caprices
Etude No. 28,Fiorillo,D major,2/4,fast,"slurs,string crossings,bariolage,detaché,extensions",7,,,,,Etude,Fiorillo - 36 Caprices
Etude No. 29,Fiorillo,D minor,4/4,"slow,moderate","polyphony,double stops,legato,chords,accents,string crossings,slurs,uneven bowing patterns",7,,,,,Etude,Fiorillo - 36 Caprices
Etude No. 30,Fiorillo,G major,3/4,fast,"martelé,large string crossings,extensions",8,EXCELLENT,,,,Etude,Fiorillo - 36 Caprices
Etude No. 31,Fiorillo,G major,3/4,moderate,"slurs,string crossings,detaché,octaves",7,2-3 fifth,,,,Etude,Fiorillo - 36 Caprices
Etude No. 32,Fiorillo,Eb major,4/4,slow,"polyphony,double stops,legato",7,,,,,Etude,Fiorillo - 36 Caprices
Etude No. 33,Fiorillo,Bb major,3/4,fast,"arpeggios,detaché,octaves,tenths,extreme positions,slurs,string crossings",8,,,,,Etude,Fiorillo - 36 Caprices
Etude No. 34,Fiorillo,C major,4/4,moderate,"detaché,arpeggios",7,,,,,Etude,Fiorillo - 36 Caprices
Etude No. 35,Fiorillo,C minor,4/4,slow,"polyphony,double stops,detaché,octaves,string crossings,tenths",7,,,,,Etude,Fiorillo - 36 Caprices
Etude No. 36,Fiorillo,C minor,4/4,moderate,"arpeggiated ricochet,chords,slurs,string crossings",7,variable bowing,,,,Etude,Fiorillo - 36 Caprices
Study No. 1,Wohlfahrt,C major,4/4,moderate,"detaché,staccato,slurs,hooked staccato",3,variable bowing,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 2,Wohlfahrt,C major,4/4,moderate,"detaché,staccato,slurs,hooked staccato",3,variable bowing,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 3,Wohlfahrt,G major,2/4,moderate,detaché,3,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 4,Wohlfahrt,G major,2/4,moderate,detaché,3,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 5,Wohlfahrt,F major,3/4,moderate,detaché,3,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 6,Wohlfahrt,F major,2/4,moderate,"slurs,staccato",3,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 7,Wohlfahrt,Bb major,4/4,moderate,detaché,3,g minor,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 8,Wohlfahrt,A minor,3/4,slow,"legato,slurs,accents",3,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 9,Wohlfahrt,D major,6/8,moderate,"slurs,string crossings",3,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 10,Wohlfahrt,A major,2/4,moderate,"detaché,slurs,string crossings",3,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 11,Wohlfahrt,Eb major,2/4,moderate,"detaché,accents,slurs,spiccato",3,variable bowing,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 12,Wohlfahrt,Eb major,3/8,fast,"accents,slurs,string crossings,arpeggios",3,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 13,Wohlfahrt,G major,4/4,moderate,"detaché,bow distribution",3,"long s-s-s-s, long—s-s-s-s",,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 14,Wohlfahrt,D major,4/4,fast,"arpeggios,detaché,string crossings",3,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 15,Wohlfahrt,C major,4/4,fast,detaché,3,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 16,Wohlfahrt,C major,3/4,moderate,"chromatic scales,slurs,legato",3,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 17,Wohlfahrt,D major,4/4,moderate,"arpeggios,detaché",3,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 18,Wohlfahrt,G major,6/8,fast,"slurs,left hand articulation,string crossings",3,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 19,Wohlfahrt,C minor,4/4,moderate,"detaché,chromatic neighbors",3,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 20,Wohlfahrt,G minor,3/4,fast,"slurs,string crossings",3,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 21,Wohlfahrt,G major,3/4,fast,"accents,string crossings,staccato,slurs",3,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 22,Wohlfahrt,C major,4/4,fast,"accents,string crossings,metrically offset slurs,slurs",3,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 23,Wohlfahrt,F major,3/4,moderate,"detaché,chromatic scales,slurs",3,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 24,Wohlfahrt,C major,3/4,moderate,"upbow staccato,slurs",3,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 25,Wohlfahrt,D major,3/4,fast,"accents,slurs,string crossings,arpeggios,compound melody",3,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 26,Wohlfahrt,G major,4/4,fast,"string crossings,slurs,metrically offset slurs",3,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 27,Wohlfahrt,G major,3/4,fast,"large string crossings,double stops,staccato",3,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 28,Wohlfahrt,G major,4/4,moderate,"double stops,slurs,staccato",3,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 29,Wohlfahrt,A major,3/4,moderate,"arpeggios,slurs,string crossings",3,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 30,Wohlfahrt,G major,4/4,fast,"slurs,extensions,string crossings",3,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 31,Wohlfahrt,C major,4/4,moderate,"retain position,third position,detaché",3,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 32,Wohlfahrt,C major,4/4,fast,"detaché,arpeggios,large string crossings,third position",3,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 33,Wohlfahrt,G major,4/4,moderate,"third position,detaché,slurs",3,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 34,Wohlfahrt,D major,6/8,fast,"arpeggios,detaché,third position",4,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 35,Wohlfahrt,C major,3/4,fast,"slurs,left hand articulation,staccato",4,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 36,Wohlfahrt,D major,3/4,moderate,"arpeggios,detaché,third position",4,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 37,Wohlfahrt,Bb major,4/4,moderate,"detaché,slurs,third position",4,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 38,Wohlfahrt,Bb major,2/4,moderate,"staccato,detaché,slurs,uneven bowing patterns,third position",5,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 39,Wohlfahrt,C major,4/4,moderate,"slurs,arpeggios,string crossings,third position",5,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 40,Wohlfahrt,G major,2/4,fast,"ricochet,third position",5,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 41,Wohlfahrt,D major,4/4,fast,"metrically offset slurs,slurs,arpeggios,string crossings,third position",5,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 42,Wohlfahrt,C major,4/4,moderate,"legato,grace notes,third position",5,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 43,Wohlfahrt,Eb major,4/4,moderate,"slurs,arpeggios,string crossings,third position,extensions",5,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 44,Wohlfahrt,A minor,4/4,moderate,"hooked staccato,third position",5,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 45,Wohlfahrt,C major,4/4,moderate,"upbow staccato,accents,third position",5,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 46,Wohlfahrt,A major,4/4,fast,"slurs,extensions,chromatic neighbors,third position",5,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 47,Wohlfahrt,A minor,4/4,slow,"legato,third position,string crossings",5,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 48,Wohlfahrt,C major,4/4,moderate,"metrically offset slurs,slurs,arpeggios,string crossings,second position,extensions",5,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 49,Wohlfahrt,C minor,4/4,fast,"detaché,spiccato,slurs,hooked staccato,chromatic neighbors,third position",5,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 50,Wohlfahrt,G major,4/4,fast,"staccato,string crossings,third position,slurs,metrically offset slurs",5,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 51,Wohlfahrt,F major,4/4,moderate,"slurs,left hand articulation,second position",5,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 52,Wohlfahrt,C major,4/4,slow,"trills,legato,third position",4,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 53,Wohlfahrt,Bb major,4/4,slow,"thirds,double stops,third position,second position",5,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 54,Wohlfahrt,D major,6/8,fast,"chromatic scales,slurs,third position",5,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 55,Wohlfahrt,C major,9/8,fast,"octaves,slurs,string crossings,metrically offset slurs,double stops,third position",5,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 56,Wohlfahrt,G minor,3/4,moderate,"octaves,slurs,string crossings,double stops,third position,second position",6,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 57,Wohlfahrt,D minor,4/4,moderate,"slurs,third position,shifting,second position",4,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 58,Wohlfahrt,G major,3/4,moderate,"slurs,third position,shifting",4,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 59,Wohlfahrt,G major,4/4,moderate,"double stops,slurs,third position,polyphony",6,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
Study No. 60,Wohlfahrt,G major,4/4,fast,"octaves,slurs,second position,third position,double stops",6,,,,,Etude,Wohlfahrt - 60 Studies Op. 45
1 – Le sautillé,Wieniawski,C minor,4/4,fast,"ricochet,extensions,sautillé",10,,,,,Etude,Wieniawski - L'école moderne
2 – La Velocite,Wieniawski,B major,4/4,fast,"sul g,slurs,shifting,extreme positions",10,,,,,Etude,Wieniawski - L'école moderne
3 – L’Etude,Wieniawski,D major,2/4,moderate,"slurs,double stops,polyphony,chords,tenths,extreme positions,bariolage",10,is it bariolage?,,,,Etude,Wieniawski - L'école moderne
4 – Le Staccato,Wieniawski,A major,4/4,fast,"upbow staccato,arpeggiated ricochet,double stops,chords",10,make distinction between arpeggiated ricochet and others,,,,Etude,Wieniawski - L'école moderne
5 – Alla Saltarella,Wieniawski,Eb major,2/4,fast,"slurs,string crossings,extreme positions,arpeggios",10,,,,,Etude,Wieniawski - L'école moderne
6 – Prelude,Wieniawski,D major,2/2,moderate,"legato,polyphony,double stops,chords,extensions,sul g,runs,extreme positions,string crossings,sul d,glissando",10,,,,,Etude,Wieniawski - L'école moderne
7 - La Cadenza,Wieniawski,Ab major,2/2,slow,"double stops,legato,chords,runs,extreme positions,arpeggios,string crossings",10,,,,,Etude,Wieniawski - L'école moderne
8 – Le Chant Du Bivouac,Wieniawski,A major,6/8,moderate,"chords,double stops,left hand pizzicato,unisons,sul g,extreme positions",10,,,,,Etude,Wieniawski - L'école moderne
9 – Les Arpeges,Wieniawski,G major,4/4,fast,"chords,double stops,extensions,ricochet,arpeggiated ricochet,sul d,artificial harmonics,double artificial harmonics,left hand pizzicato,polyphony,sul g",10,,,,,Etude,Wieniawski - L'école moderne
